Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3589379,,None,479.61,0,3.74,12e,CCN1C(=S)N2CCCC2c2c1nc(-c1ccc(OC)c(OC)c1)c(C#N)c2N1CCOCC1,IC50,'=',2610,nM,5.58,,,UO_0000065,11.64,0.22,1.84,7.54,0,CHEMBL3592015,Inhibition of GST-tagged p110delta (unknown origin) expressed in Sf9/Baculovirus system using [gamma-33P]ATP by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3588749,1,Scientific Literature,Eur J Med Chem,2015,CHEMBL3308860,,,,2.61
CHEMBL3585590,,None,353.45,0,2.82,26,O=c1cc(N2CCOCC2)nc2c(CSc3ccccc3)cccn12,IC50,'=',570,nM,6.24,,,UO_0000065,17.67,0.34,3.42,13.33,0,CHEMBL3587455,Inhibition of N-terminal His-tagged human p110delta expressed in Sf9 cells co-expressing p85alpha regulatory subunit using phosphatidylinositol substrate and [gamma-33P]-ATP by basic thin layer chromatography technique based lipid kinase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3585342,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308860,,,,0.57
CHEMBL3608933,,None,436.61,0,2.89,30,Cc1nc(NC(=O)N2C[C@H](N(C)C)C[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1,IC50,'=',9200,nM,5.04,,,UO_0000065,11.53,0.24,2.15,4.82,0,CHEMBL3611489,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3608239,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,,,9.2
CHEMBL3134267,,None,494.35,0,4.24,40,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1nc(-c2cnn3ccc(Br)cc23)cs1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3134980,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3132856,1,Scientific Literature,Medchemcomm,2014,None,,,,1
CHEMBL3134287,,None,440.49,0,1.93,23g,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCN(Cc2cnn3ccc(C#N)cc23)CC1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3134980,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3132856,1,Scientific Literature,Medchemcomm,2014,None,,,,1
CHEMBL3134300,,None,479.36,0,3.88,18,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCC(c2cnn3ccc(Br)cc23)CC1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3134980,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3132856,1,Scientific Literature,Medchemcomm,2014,None,,,,1
CHEMBL3134298,,None,465.33,0,3.49,16,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCC(c2cnn3ccc(Br)cc23)C1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3134980,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3132856,1,Scientific Literature,Medchemcomm,2014,None,,,,1
CHEMBL3600695,,None,301.37,0,2.97,14,COCCOc1ccc(-c2ccc3nc(N)sc3c2)cn1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,17.25,0.34,2.23,7.4,0,CHEMBL3603394,Inhibition of PI3Kdelta (unknown origin) pre-incubated for 20 mins before phosphatidylinositol 4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3600765,,None,228.28,0,2.34,24,Nc1nc2ccc(-c3cnccn3)cc2s1,IC50,'=',7943.28,nM,5.1,,,UO_0000065,22.34,0.44,2.76,7.88,0,CHEMBL3603394,Inhibition of PI3Kdelta (unknown origin) pre-incubated for 20 mins before phosphatidylinositol 4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3600767,,None,243.29,0,2.23,26,Nc1nc2ccc(-c3cc[nH]c(=O)c3)cc2s1,IC50,'=',10000,nM,5,,,UO_0000065,20.55,0.4,2.77,6.97,0,CHEMBL3603394,Inhibition of PI3Kdelta (unknown origin) pre-incubated for 20 mins before phosphatidylinositol 4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2152145,,None,452.32,0,3.19,23,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3Cl)c2)cnc1N,IC50,'=',1020,nM,5.99,,,UO_0000065,13.25,0.28,2.8,4.72,0,CHEMBL2157136,Inhibition of human PI3Kdelta expressed in sf9 cells coexpressing p85alpha assessed as amount of ATP consumed by luciferase-luciferin chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2150966,1,Scientific Literature,J Med Chem,2012,CHEMBL3308860,,,,1020
CHEMBL2152146,,None,452.32,0,3.19,24,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3)c2)cnc1N,IC50,'=',539,nM,6.27,,,UO_0000065,13.86,0.3,3.08,4.93,0,CHEMBL2157136,Inhibition of human PI3Kdelta expressed in sf9 cells coexpressing p85alpha assessed as amount of ATP consumed by luciferase-luciferin chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2150966,1,Scientific Literature,J Med Chem,2012,CHEMBL3308860,,,,539
CHEMBL2152128,,None,296.25,0,2.1,6,CNC(=O)c1nc(-c2cccc(C(F)(F)F)c2)cnc1N,IC50,'=',8359,nM,5.08,,,UO_0000065,17.14,0.33,2.98,6.28,0,CHEMBL2157136,Inhibition of human PI3Kdelta expressed in sf9 cells coexpressing p85alpha assessed as amount of ATP consumed by luciferase-luciferin chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2150966,1,Scientific Literature,J Med Chem,2012,CHEMBL3308860,,,,8359
CHEMBL2152130,,None,417.88,0,2.54,8,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,IC50,'=',352,nM,6.45,,,UO_0000065,15.44,0.31,3.91,5.08,0,CHEMBL2157136,Inhibition of human PI3Kdelta expressed in sf9 cells coexpressing p85alpha assessed as amount of ATP consumed by luciferase-luciferin chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2150966,1,Scientific Literature,J Med Chem,2012,CHEMBL3308860,,,,352
CHEMBL2152142,,None,447.9,0,2.55,20,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(OC)c3)c2)cnc1N,IC50,'=',546,nM,6.26,,,UO_0000065,13.98,0.29,3.71,4.59,0,CHEMBL2157136,Inhibition of human PI3Kdelta expressed in sf9 cells coexpressing p85alpha assessed as amount of ATP consumed by luciferase-luciferin chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2150966,1,Scientific Literature,J Med Chem,2012,CHEMBL3308860,,,,546
CHEMBL230011,TG100-115,2,346.35,0,2.33,6,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,IC50,'=',235,nM,6.63,,,UO_0000065,19.14,0.35,4.3,4.6,0,CHEMBL895749,Inhibition of recombinant PI3Kdelta,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1148756,1,Scientific Literature,J Med Chem,2007,None,,,,235
CHEMBL4846554,,None,363.4,0,1.38,21,COc1cc2c(c(-c3cnc(OC)c(NS(C)(=O)=O)c3)c1)CNC2=O,IC50,'=',26,nM,7.58,,,UO_0000065,20.87,0.41,6.21,7.11,0,CHEMBL4821970,Inhibition of PI3Kdelta (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4819090,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,26
CHEMBL4850175,,None,417.49,0,2.55,25,COc1ncc(-c2cc(OCC3CCC3)cc3c2CNC3=O)cc1NS(C)(=O)=O,IC50,'=',4,nM,8.4,,,UO_0000065,20.12,0.4,5.85,7.88,0,CHEMBL4821970,Inhibition of PI3Kdelta (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4819090,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,4
CHEMBL4876806,,None,479.99,1,5.14,14,O=S(=O)(Nc1cc(-c2ccc3nncc(N4CCCCC4)c3c2)cnc1Cl)c1ccccc1,IC50,'=',0.67,nM,9.17,,,UO_0000065,19.11,0.38,4.03,10.42,0,CHEMBL4824997,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4823294,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,0.67
CHEMBL4878126,,None,494.02,1,5.38,15,CC1CCN(c2cnnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccccc5)c4)cc23)CC1,IC50,'=',0.32,nM,9.49,,,UO_0000065,19.22,0.38,4.11,10.78,0,CHEMBL4824997,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4823294,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,0.32
CHEMBL4165185,,None,580.76,1,3.71,35,COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCN(C(C)(C)C)CC3)cc2)c1,IC50,'=',7.943,nM,8.1,,,UO_0000065,13.95,0.27,4.39,8.09,0,CHEMBL4828192,Inhibition of PI3Kdelta in human whole blood assessed as reduction in cytostim-stimulated IFNgamma production preincubated for 1 hr followed by cytostim stimulation and measured after 20 hrs by electrochemiluminescence assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4825755,1,Scientific Literature,J Med Chem,2021,None,TIME = 21.0 hr,INHIBITOR,,8.1
CHEMBL4863544,,None,394.48,0,2.42,2m,CCCn1c(-c2cnc(C)nc2)nc2c(N[C@H]3CCN(C(=O)CC)C3)ncnc21,IC50,'=',455,nM,6.34,,,UO_0000065,16.08,0.3,3.92,6.23,0,CHEMBL4835452,Inhibition of PI3Kdelta in human Ramos cells assessed as reduction in anti-IgM-antibody-induced phosphorylation of AKT at Ser473 residue preincubated for 20 mins followed by anti-IgM antibody stimulation and measured after 30 mins by alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Ramos,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4834420,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.8333 hr,INHIBITOR,,455
CHEMBL4848340,,None,437.5,0,2.02,3p,CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)C4CCOCC4)C3)ncnc21,IC50,'=',390,nM,6.41,,,UO_0000065,14.65,0.27,4.39,5.93,0,CHEMBL4835452,Inhibition of PI3Kdelta in human Ramos cells assessed as reduction in anti-IgM-antibody-induced phosphorylation of AKT at Ser473 residue preincubated for 20 mins followed by anti-IgM antibody stimulation and measured after 30 mins by alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Ramos,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4834420,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.8333 hr,INHIBITOR,,390
CHEMBL4860194,,None,443.46,0,2.64,3j,CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)C4CC(F)(F)C4)C3)ncnc21,IC50,'=',84,nM,7.08,,,UO_0000065,15.96,0.3,4.44,7.15,0,CHEMBL4835454,Inhibition of PI3Kdelta in human whole blood assessed as reduction in anti-CD79b antibody-induced CD69 expression preincubated for 60 mins followed by anti-CD79b antibody stimulation and measured after 3 hrs by FACS analysis,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4834420,1,Scientific Literature,J Med Chem,2021,None,TIME = 4.0 hr,INHIBITOR,,84
CHEMBL4859422,,None,490.49,0,3.33,4c,CCn1c(-c2ccc(C(F)(F)F)nc2)nc2c(O[C@H]3CCN(C(=O)[C@H]4C[C@@H](OC)C4)C3)ncnc21,IC50,'=',73,nM,7.14,,,UO_0000065,14.55,0.28,3.81,7.49,0,CHEMBL4835454,Inhibition of PI3Kdelta in human whole blood assessed as reduction in anti-CD79b antibody-induced CD69 expression preincubated for 60 mins followed by anti-CD79b antibody stimulation and measured after 3 hrs by FACS analysis,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4834420,1,Scientific Literature,J Med Chem,2021,None,TIME = 4.0 hr,INHIBITOR,,73
CHEMBL4848054,,None,476.46,0,2.94,4e,CCn1c(-c2ccc(C(F)(F)F)nc2)nc2c(O[C@H]3CCN(C(=O)C4CCOC4)C3)ncnc21,IC50,'=',100,nM,7,,,UO_0000065,14.69,0.28,4.06,7.35,0,CHEMBL4835454,Inhibition of PI3Kdelta in human whole blood assessed as reduction in anti-CD79b antibody-induced CD69 expression preincubated for 60 mins followed by anti-CD79b antibody stimulation and measured after 3 hrs by FACS analysis,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4834420,1,Scientific Literature,J Med Chem,2021,None,TIME = 4.0 hr,INHIBITOR,,100
CHEMBL453240,,None,394.29,0,3.5,10h,CC1(C)Cc2nc(N3CCOc4ccc(Br)cc43)sc2C(=O)N1,IC50,'=',153,nM,6.82,,,UO_0000065,17.29,0.4,3.32,12.51,0,CHEMBL1001352,Inhibition of PI3K delta,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1155924,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,153
CHEMBL478633,,None,412.58,0,4.96,14j,CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3csc4ccccc34)nc2C1,IC50,'=',60,nM,7.22,,,UO_0000065,17.5,0.35,2.26,17.02,0,CHEMBL989177,Inhibition of PI3Kdelta,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1155863,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,60
CHEMBL5190376,,None,389.4,0,2.56,9q,C[C@H](Nc1nc(N)nc(N)c1C#N)c1nn(-c2cccnc2)c2cc(F)ccc12,IC50,'=',3.7,nM,8.43,,,UO_0000065,21.65,0.4,5.87,5.84,0,CHEMBL5159594,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate incubated for 1 hr in presence of ATP by ADP-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL5154755,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,3.7
CHEMBL3958537,,None,351.37,0,2.76,3,CC(=O)Nc1nc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2o1,IC50,'<',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3882343,Inhibition of human PI3Kdelta using PIP2 as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3882246,38,SureChEMBL Patent Bioactivity Data,,2010,None,,,,10
CHEMBL3125395,,None,465.37,0,2.36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4540508,,None,503.38,1,2.87,7g,O=c1oc2ccccc2c2nn(CN3CCN(S(=O)(=O)c4ccc(Br)cc4)CC3)cc12,IC50,'=',9310,nM,5.03,,,UO_0000065,9.99,0.22,2.16,5.68,0,CHEMBL4363191,Inhibition of PI3Kdelta (unknown origin) using diC8-PI(4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4440781,,None,407.45,0,3.34,34,CCCCn1c([C@@H]2CCCN2c2ncnc3[nH]cnc23)nc2cccc(F)c2c1=O,IC50,'=',42,nM,7.38,,,UO_0000065,18.1,0.34,4.04,7.97,0,CHEMBL4369710,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate after 2 hrs by ADP-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4368891,1,Scientific Literature,Medchemcomm,2019,None,,,,42
CHEMBL4474208,,None,283.74,0,2.17,7,CS(=O)(=O)Nc1cc(-c2ccncc2)cnc1Cl,IC50,'=',251.19,nM,6.6,,,UO_0000065,23.26,0.5,4.43,9.17,0,CHEMBL4385120,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by HTRF method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4382269,1,Scientific Literature,J Med Chem,2018,None,,,,6.6
CHEMBL4476588,,None,288.76,0,1.91,11,CS(=O)(=O)Nc1cc(C2=CCOCC2)cnc1Cl,IC50,'=',125.89,nM,6.9,,,UO_0000065,23.9,0.52,4.99,10.1,0,CHEMBL4385120,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by HTRF method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4382269,1,Scientific Literature,J Med Chem,2018,None,,,,6.9
CHEMBL4170707,,None,437.93,0,2.86,12a,Cc1nc(NC(=O)CN)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2)c1,IC50,'=',25.8,nM,7.59,,,UO_0000065,17.33,0.37,4.73,5.97,0,CHEMBL4156827,Inhibition of PI3Kdelta (unknown origin) using PIP2:PS as substrate preincubated for 1 hr followed by substrate addition and measured after 1 hr in presence of 50 uM ATP by ADP-Glo luminescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4152344,1,Scientific Literature,Eur J Med Chem,2018,None,,,,25.8
CHEMBL4461221,,None,318.36,0,1.78,01-Oct,COc1ncc(-c2ccn3nccc3c2)cc1NS(C)(=O)=O,IC50,'=',20,nM,7.7,,,UO_0000065,24.18,0.48,5.92,9,0,CHEMBL4387673,Inhibition of PI3KD (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4385669,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,20
CHEMBL4174937,,None,698.86,2,4.4,Example 34,COc1ncc(N2CCOCC2)cc1S(=O)(=O)N(COC(=O)C(C)(C)C)c1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1,IC50,'<=',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4136595,Inhibition of GST-tagged PI3Kdelta PH domain (unknown origin) using PIP2 as subtrate after 1 hr in presence of biotin-labeled PIP3 by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4130587,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,,5
CHEMBL4173426,,None,525.63,1,2.62,Example 24,COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCOCC3)cc2)c1,IC50,'<=',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4136595,Inhibition of GST-tagged PI3Kdelta PH domain (unknown origin) using PIP2 as subtrate after 1 hr in presence of biotin-labeled PIP3 by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4130587,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,,5
CHEMBL4172211,,None,293.33,0,3.28,8a,O=C(Nc1cc(-c2ccc(O)cc2)cc2[nH]ncc12)C1CC1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,17.73,0.32,1.92,6.67,0,CHEMBL4135739,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate pretreated for 15 mins followed by substrate addition measured after 1 hr,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4130529,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,,5.2
CHEMBL2216852,,None,433.47,0,1.37,89,CC(=O)Nc1ccc(C(=O)NC2=Nc3cc(N4CCOCC4)ccc3C3=NCCN23)cn1,IC50,'<',100,nM,,,,UO_0000065,,,,,0,CHEMBL2217262,Inhibition of PI3Kdelta,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2216751,1,Scientific Literature,J Med Chem,2012,None,,,,0.1
CHEMBL4470672,,None,471.97,0,4.57,10,COc1c([C@H](C)Nc2ncnc3[nH]cnc23)cc(Cl)c(C)c1-c1ccc(S(C)(=O)=O)cc1,IC50,'=',3.6,nM,8.44,,,UO_0000065,17.89,0.36,3.87,7.69,0,CHEMBL4410897,Inhibition of PI3Kdelta (unknown origin) using D-myophosphatidylinositol 4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1230790,,None,269.31,0,2.36,S1,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,IC50,'=',250,nM,6.6,,,UO_0000065,24.51,0.45,4.24,7.35,0,CHEMBL1243967,Inhibition of recombinant PI3Kdelta by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,0.25
CHEMBL1234815,,None,275.31,0,2.77,S2,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,IC50,'=',800,nM,6.1,,,UO_0000065,22.15,0.4,3.33,8.76,0,CHEMBL1243967,Inhibition of recombinant PI3Kdelta by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,0.8
CHEMBL1241143,,None,225.25,0,1.91,PP204,Cc1cccc(-c2n[nH]c3ncnc(N)c23)c1,IC50,'=',5700,nM,5.24,,,UO_0000065,23.28,0.42,3.33,6.52,0,CHEMBL1243967,Inhibition of recombinant PI3Kdelta by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,5.7
CHEMBL1242471,,None,285.31,0,2.01,PP341,CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,IC50,'=',473,nM,6.33,,,UO_0000065,22.17,0.41,4.32,6.39,0,CHEMBL1243967,Inhibition of recombinant PI3Kdelta by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,0.473
CHEMBL1242659,,None,367.45,0,3.99,PP362,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,IC50,'=',177,nM,6.75,,,UO_0000065,18.38,0.34,2.76,7.67,0,CHEMBL1243967,Inhibition of recombinant PI3Kdelta by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,0.177
